UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_L,Type_M,Type_H,Temp_diff [K],power_factor [W],Tool_wear_norm [min]
212,L47391,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,1,0,0,10.199999999999989,5591.249525226434,0.5059288537549407
213,H29626,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,0,0,1,10.300000000000011,7445.323261595522,0.5138339920948617
214,L47393,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,1,0,0,10.300000000000011,6516.856968753595,0.5335968379446641
215,M15074,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,0,1,0,10.300000000000011,6173.428531838672,0.541501976284585
216,L47395,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,1,0,0,10.300000000000011,6532.879091286903,0.5533596837944664
217,L47396,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,1,0,0,10.300000000000011,6012.13916500337,0.5612648221343873
218,L47397,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,1,0,0,10.199999999999989,5506.416051603998,0.5691699604743083
219,L47398,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,1,0,0,10.300000000000011,5773.2734035754265,0.5770750988142292
220,M15079,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,0,1,0,10.199999999999989,6937.767552481556,0.5849802371541502
221,L47400,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,1,0,0,10.199999999999989,7814.523230245396,0.5968379446640316
222,H29635,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,0,0,1,10.100000000000023,4649.148720267927,0.6047430830039525
223,L47402,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,1,0,0,10.200000000000045,6144.955230421636,0.6245059288537549
224,L47403,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,1,0,0,10.200000000000045,5652.102174926468,0.6324110671936759
225,L47404,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,1,0,0,10.300000000000011,4860.169498809553,0.6403162055335968
226,L47405,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,1,0,0,10.199999999999989,7673.40288824614,0.6482213438735178
227,L47406,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,1,0,0,10.099999999999966,6847.28968405817,0.6561264822134387
228,L47407,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,1,0,0,10.199999999999989,5818.009682962546,0.6640316205533597
229,M15088,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,0,1,0,10.199999999999989,6328.832648436246,0.6719367588932806
230,L47409,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,1,0,0,10.199999999999989,5186.099264643983,0.6837944664031621
231,L47410,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,1,0,0,10.300000000000011,5721.468540717731,0.691699604743083
232,L47411,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,1,0,0,10.099999999999966,6354.897395485528,0.6996047430830039
233,L47412,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,1,0,0,10.199999999999989,7098.156329422827,0.7075098814229249
234,L47413,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,1,0,0,10.199999999999989,5525.935813958303,0.7154150197628458
235,L47414,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,1,0,0,10.199999999999989,6639.881737068171,0.7233201581027668
236,M15095,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,0,1,0,10.199999999999989,5928.8136558546585,0.7312252964426877
237,L47416,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,1,0,0,10.199999999999989,6058.718512080595,0.7430830039525692
238,M15097,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,0,1,0,10.100000000000023,5948.417194013057,0.7509881422924901
239,L47418,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,1,0,0,10.200000000000045,7337.493329748809,0.7628458498023716
240,L47419,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,1,0,0,10.199999999999989,5162.32788023182,0.7707509881422925
241,M15100,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,0,1,0,10.100000000000023,7235.339208629582,0.7786561264822134
242,L47421,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,1,0,0,10.100000000000023,4521.91421779754,0.7905138339920948
243,L47422,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,1,0,0,10.199999999999989,8300.33911819652,0.7984189723320159
244,L47423,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,1,0,0,10.199999999999989,6659.359611520428,0.8063241106719368
245,M15104,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,0,1,0,10.199999999999989,7172.727267043536,0.8142292490118577
246,M15105,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,0,1,0,10.200000000000045,5349.901905602154,0.8260869565217391
247,L47426,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,1,0,0,10.200000000000045,5560.3571974661345,0.8379446640316206
248,L47427,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,1,0,0,10.199999999999989,6999.4160723205,0.8458498023715415
249,L47428,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,1,0,0,10.300000000000011,8101.2878076650695,0.8537549407114624
250,L47429,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,1,0,0,10.300000000000011,8268.776584003457,0.8616600790513834
251,L47430,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,1,0,0,10.300000000000011,5691.246419390198,0.0
252,M15111,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,0,1,0,10.199999999999989,6539.916258830944,0.007905138339920948
253,L47432,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,1,0,0,10.199999999999989,6073.326917919787,0.019762845849802372
254,L47433,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,1,0,0,10.199999999999989,6849.446911013634,0.02766798418972332
255,L47434,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,1,0,0,10.199999999999989,6008.8823806191485,0.03557312252964427
256,L47435,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,1,0,0,10.199999999999989,6299.479701076205,0.043478260869565216
257,L47436,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,1,0,0,10.199999999999989,8781.065626048829,0.05138339920948617
258,L47437,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,1,0,0,10.0,4989.110933288391,0.05928853754940711
259,L47438,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,1,0,0,10.099999999999966,5881.878261610027,0.06719367588932806
260,M15119,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,0,1,0,10.099999999999966,9502.061140047686,0.07509881422924901
261,M15120,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,0,1,0,10.100000000000023,7825.728244043198,0.08695652173913043
262,L47441,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,1,0,0,10.099999999999966,5559.927846470144,0.09881422924901186
263,M15122,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,0,1,0,10.099999999999966,4872.065662991146,0.1067193675889328
264,M15123,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,0,1,0,10.100000000000023,5367.945119409271,0.11857707509881422
265,L47444,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,1,0,0,10.099999999999966,6914.1218317755365,0.13043478260869565
266,L47445,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,1,0,0,10.100000000000023,5648.939638321855,0.1383399209486166
267,H29680,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,0,0,1,10.100000000000023,6589.80475016995,0.14624505928853754
268,L47447,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,1,0,0,10.100000000000023,4317.532671730501,0.16600790513833993
269,H29682,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,0,0,1,10.100000000000023,4674.689868541612,0.17391304347826086
270,L47449,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,1,0,0,10.0,5904.937551687375,0.19367588932806323
271,H29684,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,0,0,1,10.0,6303.2915001625615,0.2015810276679842
272,M15131,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,0,1,0,10.0,6203.765844896836,0.22134387351778656
273,L47452,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,1,0,0,10.0,6278.326310542034,0.233201581027668
274,L47453,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,1,0,0,9.899999999999977,6869.197056829202,0.24110671936758893
275,L47454,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,1,0,0,9.899999999999977,4930.415510543821,0.2490118577075099
276,L47455,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,1,0,0,10.0,8025.16701766859,0.25691699604743085
277,M15136,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,0,1,0,9.899999999999977,4874.704600820162,0.2648221343873518
278,H29691,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,0,0,1,10.0,7852.442253574225,0.2766798418972332
279,M15138,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,0,1,0,10.0,4987.5924968391555,0.2964426877470356
280,L47459,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,1,0,0,10.100000000000023,4457.354488766269,0.308300395256917
281,M15140,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,0,1,0,10.0,6663.024802949617,0.31620553359683795
282,L47461,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,1,0,0,9.899999999999977,6215.012746596688,0.32806324110671936
283,M15142,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,0,1,0,10.0,7248.910888893088,0.3359683794466403
284,L47463,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,1,0,0,10.0,6614.832771643549,0.34782608695652173
285,L47464,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,1,0,0,10.100000000000023,4123.780180808106,0.3557312252964427
286,L47465,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,1,0,0,10.100000000000023,5911.2207369945545,0.36363636363636365
287,L47466,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,1,0,0,10.100000000000023,5524.469737386628,0.3715415019762846
288,L47467,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,1,0,0,10.100000000000023,5973.005392515154,0.3794466403162055
289,H29702,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,0,0,1,10.199999999999989,6120.555527478756,0.38735177865612647
290,L47469,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,1,0,0,10.299999999999955,7022.632442030528,0.40711462450592883
291,L47470,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,1,0,0,10.299999999999955,6866.767558510426,0.4150197628458498
292,L47471,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,1,0,0,10.300000000000011,6571.143689807627,0.42292490118577075
293,L47472,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,1,0,0,10.299999999999955,5619.9950980067815,0.4308300395256917
294,H29707,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,0,0,1,10.399999999999977,6530.491480870174,0.43873517786561267
295,M15154,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,0,1,0,10.399999999999977,7341.818255635252,0.45849802371541504
296,M15155,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,0,1,0,10.5,5516.762363409821,0.47035573122529645
297,L47476,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,1,0,0,10.5,6749.083497706953,0.48221343873517786
298,L47477,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,1,0,0,10.5,4538.438995155423,0.4901185770750988
299,H29712,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,0,0,1,10.600000000000023,4169.134306750431,0.4980237154150198
300,M15159,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,0,1,0,10.5,5841.812483301244,0.5177865612648221
301,L47480,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,1,0,0,10.599999999999966,6505.463459396576,0.5296442687747036
302,L47481,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,1,0,0,10.699999999999989,4937.955332912437,0.5375494071146245
303,H29716,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,0,0,1,10.599999999999966,5557.603067906488,0.5454545454545454
304,M15163,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,0,1,0,10.599999999999966,6737.302525255991,0.5652173913043478
305,L47484,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,1,0,0,10.599999999999966,5002.200902678348,0.5770750988142292
306,L47485,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,1,0,0,10.599999999999966,4280.608486075309,0.5849802371541502
307,L47486,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,1,0,0,10.599999999999966,6776.980840470831,0.5928853754940712
308,M15167,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,0,1,0,10.599999999999966,6051.9012560223055,0.6007905138339921
309,L47488,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,1,0,0,10.600000000000023,6450.3180363505635,0.6126482213438735
310,M15169,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,0,1,0,10.600000000000023,6190.948146870191,0.6205533596837944
311,H29724,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,0,0,1,10.600000000000023,6679.738075866714,0.6324110671936759
312,M15171,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,0,1,0,10.600000000000023,6710.159164728975,0.6521739130434783
313,L47492,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,1,0,0,10.700000000000045,5534.229618563781,0.6640316205533597
314,L47493,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,1,0,0,10.600000000000023,6984.849554383354,0.6719367588932806
315,M15174,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,0,1,0,10.600000000000023,7215.191127744558,0.6798418972332015
316,L47495,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,1,0,0,10.5,6998.1699072345755,0.691699604743083
317,L47496,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,1,0,0,10.599999999999966,5959.056721133215,0.6996047430830039
318,L47497,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,1,0,0,10.599999999999966,5011.259161496199,0.7075098814229249
319,L47498,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,1,0,0,10.599999999999966,6317.617162662931,0.7154150197628458
320,L47499,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,1,0,0,10.599999999999966,5418.744672617819,0.7233201581027668
321,H29734,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,0,0,1,10.599999999999966,6200.456700635056,0.7312252964426877
322,L47501,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,1,0,0,10.599999999999966,5166.349118828415,0.7509881422924901
323,L47502,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,1,0,0,10.699999999999989,6065.368216530695,0.758893280632411
324,L47503,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,1,0,0,10.699999999999989,7568.546997444826,0.766798418972332
325,M15184,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,0,1,0,10.699999999999989,6528.983516396452,0.7747035573122529
326,L47505,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,1,0,0,10.699999999999989,4946.144417762795,0.7865612648221344
327,L47506,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,1,0,0,10.800000000000011,6507.432190792826,0.7944664031620553
328,L47507,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,1,0,0,10.800000000000011,8152.338688285906,0.8023715415019763
329,H29742,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,0,0,1,10.799999999999955,5599.805129219711,0.8102766798418972
330,H29743,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,0,0,1,10.800000000000011,5385.527566293862,0.8300395256916996
331,M15190,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,0,1,0,10.799999999999955,6134.085319840215,0.849802371541502
332,M15191,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,0,1,0,10.799999999999955,7560.022809378086,0.8616600790513834
333,M15192,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,0,1,0,10.699999999999989,6474.571131636277,0.0
334,L47513,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,1,0,0,10.699999999999989,5398.4185681490935,0.011857707509881422
335,M15194,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,0,1,0,10.600000000000023,6891.732748130953,0.019762845849802372
336,L47515,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,1,0,0,10.700000000000045,4743.710659140979,0.03162055335968379
337,M15196,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,0,1,0,10.599999999999966,4282.776185006285,0.039525691699604744
338,L47517,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,1,0,0,10.699999999999989,5053.084231690991,0.05138339920948617
339,L47518,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,1,0,0,10.699999999999989,6252.460531027478,0.05928853754940711
340,M15199,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,0,1,0,10.699999999999989,5776.195084743266,0.06719367588932806
341,L47520,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,1,0,0,10.700000000000045,6081.662610427314,0.07905138339920949
342,M15201,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,0,1,0,10.800000000000011,5223.21194585839,0.08695652173913043
343,L47522,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,1,0,0,10.800000000000011,7162.988329817408,0.09881422924901186
344,L47523,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,1,0,0,10.800000000000011,7064.059577155866,0.1067193675889328
345,M15204,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,0,1,0,10.699999999999989,3537.6846553543946,0.11462450592885376
346,L47525,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,1,0,0,10.800000000000011,5460.768710347337,0.12648221343873517
347,M15206,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,0,1,0,10.800000000000011,6905.932746925179,0.13438735177865613
348,L47527,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,1,0,0,10.800000000000011,6596.841917713991,0.14624505928853754
349,L47528,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,1,0,0,10.699999999999989,5367.819455703128,0.1541501976284585
350,L47529,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,1,0,0,10.699999999999989,5729.060722963907,0.16205533596837945
351,H29764,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,0,0,1,10.699999999999989,6494.719212521298,0.16996047430830039
352,M15211,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,0,1,0,10.799999999999955,5229.809290430929,0.18972332015810275
353,M15212,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,0,1,0,10.799999999999955,7259.382864405055,0.2015810276679842
354,H29767,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,0,0,1,10.800000000000011,5259.026102109314,0.2134387351778656
355,L47534,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,1,0,0,10.699999999999989,5955.3496418019795,0.233201581027668
356,L47535,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,1,0,0,10.699999999999989,6271.529998434768,0.24110671936758893
357,M15216,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,0,1,0,10.799999999999955,7158.872843441205,0.2490118577075099
358,L47537,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,1,0,0,10.799999999999955,5433.007503265117,0.2608695652173913
359,M15218,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,0,1,0,10.699999999999989,5637.996423911851,0.26877470355731226
360,M15219,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,0,1,0,10.699999999999989,5677.716627028738,0.28063241106719367
361,M15220,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,0,1,0,10.800000000000011,6084.448155913496,0.2924901185770751
362,L47541,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,1,0,0,10.800000000000011,6150.4844334919535,0.30434782608695654
363,H29776,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,0,0,1,10.699999999999989,5306.778310443879,0.31225296442687744
364,L47543,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,1,0,0,10.699999999999989,7198.058975806981,0.33201581027667987
365,L47544,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,1,0,0,10.799999999999955,8133.206389025544,0.33992094861660077
366,L47545,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,1,0,0,10.799999999999955,8146.935148921731,0.34782608695652173
367,M15226,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,0,1,0,10.899999999999977,6647.274951779618,0.3557312252964427
368,M15227,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,0,1,0,10.799999999999955,6292.892828479178,0.3675889328063241
369,L47548,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,1,0,0,10.899999999999977,6159.144757240349,0.3794466403162055
370,H29783,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,0,0,1,10.899999999999977,5999.468074633892,0.38735177865612647
371,M15230,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,0,1,0,10.800000000000011,6318.6224723120795,0.40711462450592883
372,L47551,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,1,0,0,10.899999999999977,6399.675562774695,0.4189723320158103
373,M15232,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,0,1,0,10.900000000000034,7606.685932259408,0.4268774703557312
374,L47553,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,1,0,0,10.900000000000034,6210.300357616304,0.43873517786561267
375,L47554,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,1,0,0,10.900000000000034,6443.720691778025,0.44664031620553357
376,L47555,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,1,0,0,10.800000000000011,6004.023383981596,0.45454545454545453
377,M15236,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,0,1,0,10.800000000000011,7614.3723622851885,0.4624505928853755
378,M15237,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,0,1,0,10.800000000000011,8037.618196552319,0.4743083003952569
379,L47558,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,1,0,0,10.899999999999977,5400.146444108567,0.48616600790513836
380,L47559,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,1,0,0,10.899999999999977,4922.582472860871,0.49407114624505927
381,L47560,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,1,0,0,10.800000000000011,3436.818587223139,0.5019762845849802
382,L47561,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,1,0,0,11.0,6540.628353165756,0.5098814229249012
383,L47562,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,1,0,0,11.0,6710.441908067798,0.5177865612648221
384,M15243,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,0,1,0,11.100000000000023,5208.132301121159,0.525691699604743
385,L47564,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,1,0,0,11.0,4804.709916498182,0.5375494071146245
386,M15245,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,0,1,0,11.0,6722.54751175963,0.5454545454545454
387,L47566,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,1,0,0,11.099999999999966,7030.58067144411,0.5573122529644269
388,L47567,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,1,0,0,11.0,7900.016438325086,0.5652173913043478
389,L47568,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,1,0,0,11.099999999999966,7344.10114629686,0.5731225296442688
390,M15249,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,0,1,0,11.099999999999966,8080.008753424755,0.5810276679841897
391,L47570,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,1,0,0,11.099999999999966,7140.0023435686435,0.5928853754940712
392,L47571,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,1,0,0,11.0,5948.825601058024,0.6007905138339921
393,M15252,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,0,1,0,10.899999999999977,6771.807684567919,0.6086956521739131
394,M15253,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,0,1,0,10.899999999999977,7379.601143282424,0.6205533596837944
395,L47574,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,1,0,0,10.899999999999977,6384.470254331321,0.6324110671936759
396,L47575,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,1,0,0,10.900000000000034,6202.205520545553,0.6403162055335968
397,L47576,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,1,0,0,10.900000000000034,6646.9817364652845,0.6482213438735178
398,M15257,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,0,1,0,10.900000000000034,5368.835237327789,0.6561264822134387
399,H29812,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,0,0,1,10.900000000000034,6857.803547472183,0.6679841897233202
400,L47579,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,1,0,0,11.0,7244.76398659035,0.6877470355731226
401,L47580,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,1,0,0,11.100000000000023,3716.504109196725,0.6956521739130435
402,L47581,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,1,0,0,11.0,5481.953516808045,0.7035573122529645
403,L47582,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,1,0,0,11.200000000000045,5675.747895632488,0.7114624505928854
404,L47583,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,1,0,0,11.300000000000011,7971.833246386148,0.7193675889328063
405,L47584,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,1,0,0,11.300000000000011,6234.2078777101215,0.7272727272727273
406,L47585,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,1,0,0,11.199999999999989,8143.008158104744,0.7351778656126482
407,L47586,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,1,0,0,11.200000000000045,7820.9006633321815,0.7430830039525692
408,M15267,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,0,1,0,11.100000000000023,7053.9227048602825,0.7509881422924901
409,M15268,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,0,1,0,11.200000000000045,6667.464920566689,0.7628458498023716
410,L47589,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,1,0,0,11.200000000000045,6310.066868318802,0.7747035573122529
411,M15270,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,0,1,0,11.100000000000023,6921.221831172648,0.782608695652174
